numero;origine_numero;nature;type_organisation;denomination;sigle;objet;siege_social;telephone;declarant;bureau;date_document;qr_present;format;fichier_source;rang_dans_fichier
AS20250124;contenu;definitif;confession_religieuse;"MISSION D'EVANGELISATION MONDIALE BETHEL INTERNATIONAL GABON";BIG;"Cette association à but non lucratif a pour objectif de gagner des âmes, d'être un centre de formation de discipline, de louange et d'adoration ou l'Amour est démontrée en paroles et par des actions, et d'apporter l'Evangile du salut du Christ aux quatre coins de la Terre";"Libreville, Téléphone : 077 76 87 26/ 066 10 36 42 ;
Président : KOMBILE Alain Tiburce ; 
Secrétaire Général : BOUDOUKOU Fred Wolfgang ;
Trésorier Général : BELEMSIGRI Tatiana.
-82070919679200";"077 76 87 26/ 066 10 36 42";;;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/_ RECEPISSE DEFINITIF BETHEL INTERNATIONAL.docx";1/1
AS20250125;contenu;definitif;confession_religieuse;"MISSION POUR LE MONDE EGLISE PENIEL DU GABON";MPMEPG;"Cette association à but non lucratif a pour objectif de prêcher la Parole de Dieu facteur de transformation morale et spirituelle de la personne, l'implantation des Eglises Peniel à l'échelle nationale et internationale, et la mise en place des œuvres de charité, de actions sociales et humanitaires";"Libreville, Téléphone : 077 50 62 02/ 062 40 40 87 ;
Président : MVE ANGOUE Emmanuel ; 
Secrétaire Général : MANDZOU Ariane ;
Trésorier Général : MBARA REVAZA.
-69028618597400";"077 50 62 02/ 062 40 40 87";;;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/01 - RECEPISSE DEFINITIF EGLISE PENIEL DU GABON.docx";1/1
AS20250126;contenu;definitif;association;"VIE D'IMPACT ETERNEL";VIE;"Cette association à but non lucratif a pour objectif d'impacter le plus grand nombre au moyen de l'Evangile de Jésus-Christ, la Bonne Nouvelle, d'œuvrer dans le social, l'affermissement par le suivi des âmes conformément à la Parole de Dieu et de Dieu lui-même";;"077 70 05 73// 077 23 46 23";;;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/02 - RECEPISSE DEFINITIF VIE D'IMPACT ETERNEL.docx";1/1
AS20250127;contenu;definitif;confession_religieuse;"MINISTERE LA COUPE DE LA NOUVELLE";;"Cette association à but non lucratif a pour objectif de veiller à la vulgarisation de l'Evangile sur la Terre et à faire accepter Jésus-Christ comme seigneur et sauveur de l'humanité, d'enseigner la Bible, de former des serviteurs de Dieu et d'organiser des réunions d'Evangélisation";"Libreville, Téléphone : 074 45 09 54/ 062 99 51 71 ;
Président : BOUSSOUGOU Bricka Gaulthier Ted; 
Secrétaire Général : MOUISSI MOUYIMBI Privat Landry;
Trésorier Général : Nanou Sonia.
-72957415552100";"074 45 09 54/ 062 99 51 71";;;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/03 - RECEPISSE DEFINITIF MINISTERE LA COUPE DE LA NOUVELLE ALLIANCE.docx";1/1
AS20250128;contenu;definitif;confession_religieuse;"CENTRE MISSIONNAIRE D'ETUDE BIBLIQUE ET D'EVANGELISATION";"LA PORTE DES BREBIS";"Cette association à but non lucratif a pour objectif de conduire les églises sous la direction du Seigneur Jésus-Christ, du Saint-Esprit, en accord avec les commandements et les prévisions établies par la Bible";;"066 37 44 40/ 077 26 00 80";;;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/04 - RECEPISSE DEFINITIF CENTRE MISSIONNAIRE D'ETUDE BIBLIQUE ET D'EVANGELISATION.docx";1/1
AS20250129;contenu;definitif;confession_religieuse;"EGLISE PENTECOTISTE MISSION DES";;"Cette association à but non lucratif a pour objectif de promouvoir la parole de Dieu, d'implanter des lieux de culte à travers le pays, d'entreprendre toute action de nature à édifier spirituellement l'Homme et de créer des œuvres à caractère social";;"066 12 25 15/ 074 92 21 81";;;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/05 - RECEPISSE DEFINITIF EGLISE PENTECOTISTE MISSION DES DISCIPLES DE CHRIST.docx";1/1
AS20250130;contenu;provisoire;confession_religieuse;"FEDERATION DES EGLISES ET DES MISSIONNAIRES AU GABON (FEMIG)";;;Libreville;"066 89 12 12/077 90 47 93";"Monsieur M'BOCK Jean de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/06 - RECEPISSE PROVISOIRE FEDERATION DES EGLISES ET DES MISSIONNAIRES AU GABON.docx";1/1
AS20250131;contenu;definitif;confession_religieuse;"MINISTERE DE L'ESPRIT SAINT DE";;"Cette association à but non lucratif a pour objectif de promouvoir l'évangile en parole, en puissance et en œuvres, au Gabon et dans le monde entier, par la prédication et le témoignage";;"077 91 07 40/ 075 41 03 88";;;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/07 - RECEPISSE DEFINITIF MINISTERE DE L'ESPRIT SAINT DE PUISSANCE ET PLENITUDE.docx";1/1
AS20260020;contenu;definitif;association;"Etoiles du Sud";;;;;;"20208, Libreville, est désormais modifié ainsi qu'il suit : 
Président : Florent MADOUMA MOUBEYI ;
Vice-Président : Alain MOMBO ; 
Secrétaire Général : Leila NOMBO ;
Trésorier : Ruth BOUANGA KOUSSIALEBE";;;DOCX;"02 - ASSOCIATIONS/2026 MARS/Etoiles du Sud_AS20260020.docx";1/1
AS20260132;nom_fichier;definitif;association;"Etoiles du Sud";;;;;;;;;DOCX;"02 - ASSOCIATIONS/2026 MARS/AS20260132_CHANGEMENT DE BUREAU  Etoile du Sud.docx";1/1
AS20260133;nom_fichier;definitif;confession_religieuse;"MINISTERE INTERNATIONAL DE LA FOI";;;;;;;;;DOCX;"02 - ASSOCIATIONS/2026 MARS/AS20260133_CHANGEMENT DE BUREAU  MINISTERE INTERNATIONAL DE LA FOI.docx";1/1
DOS-2026-00001;nom_fichier;definitif;association;"FEDERATION GABONAISE DE FOOTBALL";FAGAFOOT;"- L'amélioration, la promotion, le contrôle et la réglementation du football sur l'ensemble du territoire
Gabonais ; - L'organisation des compétitions ; - La sauvegarde des intérêts communs de ses membres";"Libreville , Libreville
Président : Pierre Alain MOUNGUENGUI ;
Secrétaire Général : YOLANDE MAVOUROULOU ;
Manager Finances : LYDIE AGNES BENDOME";;;;;;PDF;"02 - ASSOCIATIONS/05_recepisse_definitif_FEDERATION_GABONAISE_DE_FOOTBALL_DOS-2026-00001_20260226150720.pdf";1/1
DOS-2026-00002;nom_fichier;definitif;association;"FEDERATION GABONAISE DE KARATE-DO ET ARTS";;"Cette association à but non lucratif a pour objectif la pratique et la promotion des activités sportives";"Oloumi , Libreville
Président : Claude Pamphil YOUMOU ANDIMI ;
Secrétaire Général : Yvan Levy NDINGA ZEBILOUNOU ;
Trésorier : Moise MBINGUI";;;;;;PDF;"02 - ASSOCIATIONS/06 - recepisse_definitif_FEDERATION_GABONAISE_DE_KARATE-DO_ET_ARTS_MARTIAUX_AFFINITAIRES_DOS-2026-00002_20260226164600.pdf";1/1
DOS-2026-00007;nom_fichier;definitif;association;"UNION SPORTIVE D'OYEM";USO;"Cette association à but non lucratif a pour objectif la pratique et la promotion des activités sportives";"Oyem-Gabon , Oyem
Secrétaire Général : Rody EYA' A";;;;;;PDF;"02 - ASSOCIATIONS/recepisse_definitif_UNION_SPORTIVE_D_OYEM_DOS-2026-00007_20260223165316.pdf";1/1
DOS-2026-00007;nom_fichier;definitif;association;"UNION SPORTIVE D'OYEM";USO;"Cette association à but non lucratif a pour objectif la pratique et la promotion des activités sportives";"Oyem-Gabon , Oyem / Téléphone : 074 29 29 28/ 062 13 28 87
Secrétaire Général : Rody EYA' A";"074 29 29 28/ 062 13 28 87";;;;;PDF;"02 - ASSOCIATIONS/02 _ recepisse_definitif_UNION_SPORTIVE_D_OYEM_DOS-2026-00007_20260223170049.pdf";1/1
DOS-2026-00008;nom_fichier;provisoire;association;"LIGUE PROFESSIONNELLE DE BOXE DU GABON";;;AKANDA;"074 58 80 71";Monsieur/Madame;;;;PDF;"02 - ASSOCIATIONS/03-recepisse_provisoire_LIGUE_PROFESSIONNELLE_DE_BOXE_DU_GABON_DOS-2026-00008_20260225-1.pdf";1/1
DOS-2026-00008;nom_fichier;provisoire;association;"LIGUE PROFESSIONNELLE DE BOXE DU GABON";;;AKANDA;"074 58 80 71";Monsieur/Madame;;;;PDF;"02 - ASSOCIATIONS/04_recepisse_provisoire_LIGUE_PROFESSIONNELLE_DE_BOXE_DU_GABON_DOS-2026-00008_20260225-2.pdf";1/1
PP20250001;contenu;definitif;parti_politique;"UNION DEMOCRATIQUE DES BATISSEURS";;;"Libreville, GABON ; BP : 10399 ; Tél : 077 29 61 60";"077 29 61 60";;"• Président-Fondateur : Brice Clotaire OLIGUI NGUEMA ;
• Secrétaire Général : Mays Lloyd MOUISSI ;
• Trésorier : Aurélien MINTSA MI NGUEMA";"24 juillet 2025";;PDF;"01 - PARTIS POLITIQUE/PP20250001 - UDB/UDB_RECEPISSE DEFINITIF - FINAL_v24-07-2025.pdf";1/1
PP20250001;contenu;definitif;parti_politique;"UNION DEMOCRATIQUE DES BATISSEURS";;;"Libreville, GABON ; BP : 10399 ; Tél : 077 29 61 60";"077 29 61 60";;"Président-Fondateur : Brice Clotaire OLIGUI NGUEMA ; 
Secrétaire Général : Mays Lloyd MOUISSI ;
Trésorier : Aurélien MINTSA MI NGUEMA";"24 juillet 2025";;DOCX;"01 - PARTIS POLITIQUE/PP20250001 - UDB/UDB_RECEPISSE DEFINITIF - FINAL_v24-07-2025.docx";1/1
PP20250001;contenu;definitif;association;"UNION DEMOCRATIQUE DES BATISSEURS";;;"Libreville, GABON ; BP : 10399 ; Tél : 077 29 61 60";"077 29 61 60";;"• Président-Fondateur : Brice Clotaire OLIGUI NGUEMA ;
• Secrétaire Général : Mays Lloyd MOUISSI ;
• Trésorier : Aurélien MINTSA MI NGUEMA";"24 Juillet 2025";;PDF;"UDB_RECEPISSE DEFINITIF_v6.pdf";1/1
PP20250003;contenu;definitif;parti_politique;"RASSEMBLEMENT D'EVEIL GABONAIS POUR";;;;"066 95 95 45";;;"29 Juillet 2025";regard.png;PDF;"01 - PARTIS POLITIQUE/PP20250003 - REGARD/REGARD_v4.pdf";1/1
PP20250003;contenu;definitif;parti_politique;"RASSEMBLEMENT D'EVEIL GABONAIS POUR L'ACTION LA RESTAURATION ET LE DEVELOPPEMENT";REGARD;;;"066 95 95 45";;;"05 août 2025";regard.png;DOCX;"01 - PARTIS POLITIQUE/PP20250003 - REGARD/REGARD.docx";1/1
PP20250004;contenu;definitif;parti_politique;"ENSEMBLE POUR LE GABON";EPG;;"Libreville-Gabon ; Téléphone : 060 31 26 26/074 60 76 73";"060 31 26 26/074 60 76 73";;"Président : Alain Claude BILIE BY NZE ;
Secrétaire Général : Éric Joël BEKALE ;
Trésorier Général : Fréderic MAVIOGA";"05 août 2025";qr-code.png;DOCX;"01 - PARTIS POLITIQUE/PP20250004 - EPG/RECEPISSE - EPG.docx";1/1
PP20250004;contenu;definitif;parti_politique;"ENSEMBLE POUR LE GABON";EPG;;"Libreville-Gabon ; Téléphone : 060 31 26 26/074 60 76 73";"060 31 26 26/074 60 76 73";;"• Président : Alain Claude BILIE BY NZE ;
• Secrétaire Général : Éric Joël BEKALE ;
• Trésorier Général : Fréderic MAVIOGA";"30 Juillet 2025";qr-code.png;PDF;"01 - PARTIS POLITIQUE/PP20250004 - EPG/PP20250004 - EPG.pdf";1/1
PP20250004;dossier;definitif;parti_politique;"ENSEMBLE POUR LE GABON";EPG;;"Libreville-Gabon ; Téléphone : 060 31 26 26/074 60 76 73";"060 31 26 26/074 60 76 73";;"Président : Alain Claude BILIE BY NZE ;
Secrétaire Général : Éric Joël BEKALE ;
Trésorier Général : Fréderic MAVIOGA";;qr-code.png;DOCX;"01 - PARTIS POLITIQUE/PP20250004 - EPG/FUSION EPG.docx";1/1
PP20250005;contenu;definitif;parti_politique;"MOUVEMENT POUR LA GRANDEUR DU";;;;"076 52 19 10/066 68 32 24";;;"30 Juillet 2025";qr-code.png;PDF;"01 - PARTIS POLITIQUE/PP20250005 -  MGG/PP20250005 - MGG.pdf";1/1
PP20250005;contenu;definitif;parti_politique;"MOUVEMENT POUR LA GRANDEUR DU GABON";;;;"076 52 19 10/066 68 32 24";;"• Président : N'NANG NSOME Christian Mermance ;
• Secrétaire Exécutif : MOUISSI Ingrid Joëlle ;
• Trésorier Général : ESSOMEYO ONDONG Gisèle Alphonsine";"30 Juillet 2025";qr-code.png;PDF;"01 - PARTIS POLITIQUE/PP20250005 -  MGG/PP20250005 - MGG_v2.pdf";1/1
PP20250005;dossier;definitif;parti_politique;"MOUVEMENT POUR LA GRANDEUR DU GABON en abrégé";MGG;;;"076 52 19 10/066 68 32 24";;;;qr-code.png;DOCX;"01 - PARTIS POLITIQUE/PP20250005 -  MGG/RECEPISSE_MGG[2]-1.docx";1/1
PP20250005;contenu;definitif;parti_politique;"MOUVEMENT POUR LA GRANDEUR DU GABON en abrégé";MGG;;;"076 52 19 10/066 68 32 24";;"Président : N'NANG NSOME Christian Mermance ;
Secrétaire Exécutif : MOUISSI Ingrid Joëlle ;
Trésorier Général : ESSOMEYO ONDONG Gisèle Alphonsine";"05 août 2025";qr-code.png;DOCX;"01 - PARTIS POLITIQUE/PP20250005 -  MGG/RECEPISSE - MGG.docx";1/1
PP20250006;nom_fichier;definitif;parti_politique;"ENSEMBLE POUR LE GABON";EPG;;"Libreville-Gabon ; Téléphone : 060 31 26 26/074 60 76 73";"060 31 26 26/074 60 76 73";;"Président : Alain Claude BILIE BY NZE ;
Secrétaire Général : Éric Joël BEKALE ;
Trésorier Général : Fréderic MAVIOGA";;qr-code.png;DOCX;"01 - PARTIS POLITIQUE/PP20250006 - PPU/PP20250006 - PPU___.docx";1/1
PP20250006;contenu;definitif;parti_politique;"ENSEMBLE POUR LE GABON";EPG;;"Libreville-Gabon ; Téléphone : 060 31 26 26/074 60 76 73";"060 31 26 26/074 60 76 73";;"Président : Alain Claude BILIE BY NZE ;
Secrétaire Général : Éric Joël BEKALE ;
Trésorier Général : Fréderic MAVIOGA";"05 août 2025";qr-code.png;DOCX;"01 - PARTIS POLITIQUE/PP20250006 - PPU/PP20250006 - PPU.docx";1/1
PP20250006;contenu;definitif;parti_politique;"ENSEMBLE POUR LE GABON";EPG;;"Libreville-Gabon ; Téléphone : 060 31 26 26/074 60 76 73";"060 31 26 26/074 60 76 73";;"• Président : Alain Claude BILIE BY NZE ;
• Secrétaire Général : Éric Joël BEKALE ;
• Trésorier Général : Fréderic MAVIOGA";"30 Juillet 2025";qr-code.png;PDF;"01 - PARTIS POLITIQUE/PP20250006 - PPU/PP20250006 - PPU.pdf";1/1
PP20250006;dossier;definitif;parti_politique;"ENSEMBLE POUR LE GABON";EPG;;"Libreville-Gabon ; Téléphone : 060 31 26 26/074 60 76 73";"060 31 26 26/074 60 76 73";;"Président : Alain Claude BILIE BY NZE ;
Secrétaire Général : Éric Joël BEKALE ;
Trésorier Général : Fréderic MAVIOGA.
Le présent récépissé est délivré à la suite de la fusion des partis suivants :
Rassemblement Pour l'Alternance Pacifique et l'Indépendance Démocratique (RAPID) ;
Parti du Peuple Uni";;qr-code.png;DOCX;"01 - PARTIS POLITIQUE/PP20250006 - PPU/FUSION RAPID  PPU.docx";1/1
PP20250007;contenu;definitif;parti_politique;"LE PARTI PATRIOTIQUE GABONAIS » en";;;;"074 23 22 93/062 68 24 87 87";;"• Président : BOUNGOUERES Alain Simplice ;
• Secrétaire Exécutif : MAISSA NKOMA Rodrigue ;
• Trésorier : NDONGO Sylvie";"01 Août 2025";qr_code_sglp_pp20250007.png;PDF;"01 - PARTIS POLITIQUE/PP20250007 - LPPG/RECEPISSE - LPPG_v3.pdf";1/1
PP20250007;contenu;definitif;parti_politique;"LE PARTI PATRIOTIQUE GABONAIS » en abrégé LPPG";LPPG;;;"074 23 22 93/062 68 24 87 87";;"Président : BOUNGOUERES Alain Simplice ;
Secrétaire Exécutif : MAISSA NKOMA Rodrigue ;
Trésorier : NDONGO Sylvie";"05 août 2025";qr_code_sglp_pp20250007.png;DOCX;"01 - PARTIS POLITIQUE/PP20250007 - LPPG/RECEPISSE - LPPG.docx";1/1
PP20250008;contenu;definitif;parti_politique;"MOUVEMENT DES REFORMATEURS";;;"Libreville ; BP : 6675 ; Téléphone : 066 33 71 55/077 55 07 55";"066 33 71 55/077 55 07 55";;"Président : TAPOYO Alexandre Désiré ;
Secrétaire Général : ELLA EDOU Arthur Bernard ; 
Trésorier Général : NZEOE NDONG Fleur Amandine";"01 Août 2025";qr_code_sglp_pp20250009.png;DOCX;"01 - PARTIS POLITIQUE/PP20250009 - MORENA/PP20250008 - MOREF.docx";1/1
PP20250008;contenu;definitif;parti_politique;"MOUVEMENT DES REFORMATEURS";;;"Libreville ; BP : 6675 ; Téléphone : 066 33 71 55/077 55 07 55";"066 33 71 55/077 55 07 55";;"Président : TAPOYO Alexandre Désiré ;
Secrétaire Général : ELLA EDOU Arthur Bernard ; 
Trésorier Général : NZEOE NDONG Fleur Amandine";"05 août 2025";qr_code_sglp_pp20250008.png;DOCX;"01 - PARTIS POLITIQUE/PP20250008 - MOREF/PP20250008 - MOREF.docx";1/1
PP20250008;dossier;definitif;parti_politique;"MOUVEMENT DES REFORMATEURS";;;"Libreville ; BP : 6675 ; Téléphone: 066 33 71 55/077 55 07 55";"066 33 71 55/077 55 07 55";;"Président: TAPOYO Alexandre Désiré ;
Secrétaire Général : ELLA EDOU Arthur Bernard ; 
Trésorier Général : NZEOE NDONG Fleur Amandine";;qr_code_sglp_pp20250008.png;DOCX;"01 - PARTIS POLITIQUE/PP20250008 - MOREF/RECEPISSE MOREF.docx";1/1
PP20250008;contenu;definitif;parti_politique;"MOUVEMENT DES REFORMATEURS";;;"Libreville ; BP : 6675 ; Téléphone : 066 33 71 55/077 55 07 55";"066 33 71 55/077 55 07 55";;"• Président : TAPOYO Alexandre Désiré ;
• Secrétaire Général : ELLA EDOU Arthur Bernard ;
• Trésorier Général : NZEOE NDONG Fleur Amandine";"01 Août 2025";qr_code_sglp_pp20250008.png;PDF;"01 - PARTIS POLITIQUE/PP20250008 - MOREF/PP20250008 - MOREF.pdf";1/1
PP20250008;contenu;definitif;parti_politique;"MOUVEMENT DES REFORMATEURS";;;"Libreville ; BP : 6675 ; Téléphone : 066 33 71 55/077 55 07 55";"066 33 71 55/077 55 07 55";;"• Président : TAPOYO Alexandre Désiré ;
• Secrétaire Général : ELLA EDOU Arthur Bernard ;
• Trésorier Général : NZEOE NDONG Fleur Amandine";"01 Août 2025";qr_code_sglp_pp20250008.png;PDF;"01 - PARTIS POLITIQUE/PP20250008 - MOREF/PP20250008 - MOREF_v3.pdf";1/1
PP20250008;contenu;definitif;parti_politique;"MOUVEMENT DES REFORMATEURS";;;"Libreville ; BP : 6675 ; Téléphone : 066 33 71 55/077 55 07 55";"066 33 71 55/077 55 07 55";;"• Président : TAPOYO Alexandre Désiré ;
• Secrétaire Général : ELLA EDOU Arthur Bernard ;
• Trésorier Général : NZEOE NDONG Fleur Amandine";"01 Août 2025";qr_code_sglp_pp20250008.png;PDF;"01 - PARTIS POLITIQUE/PP20250008 - MOREF/PP20250008 - MOREF_v2.pdf";1/1
PP20250009;contenu;definitif;parti_politique;"PARTI NATIONAL POUR LE TRAVAIL ET";PNTP;;;"065 78 71 58/077 79 89 25";;"• Président : MAKEMBA Augustin ;
• Secrétaire Exécutif : NZE ELLO Pierre";"04 Août 2025";qr_code_sglp_pp20250009.png;PDF;"01 - PARTIS POLITIQUE/PP20250009 - MORENA/RECEPISSE_MORENA_v1.pdf";1/1
PP20250009;dossier;definitif;parti_politique;"PARTI NATIONAL POUR LE TRAVAIL ET LE PROGRES » en abrégé";PNTP;;;"065 78 71 58/077 79 89 25";;"Président : MAKEMBA Augustin;
Secrétaire Exécutif : NZE ELLO Pierre";;qr_code_sglp_pp20250009.png;DOCX;"01 - PARTIS POLITIQUE/PP20250009 - MORENA/MORENA RECEPISSE CHANGEMENT PNTP.docx";1/1
PP20250009;contenu;definitif;parti_politique;"PARTI NATIONAL POUR LE TRAVAIL ET LE PROGRES » en abrégé PNTP";PNTP;;;"065 78 71 58/077 79 89 25";;"Président : MAKEMBA Augustin ;
Secrétaire Exécutif : NZE ELLO Pierre";"05 août 2025";qr_code_sglp_pp20250009.png;DOCX;"01 - PARTIS POLITIQUE/PP20250009 - MORENA/RECEPISSE _ MORENA.docx";1/1
PP20250010;contenu;definitif;parti_politique;"UNION POUR LA
REPUBLIQUE (UPR)";;;;"066 80 63 92/077 84 94 19";;"• Président-Fondateur : Gervais ONIANE ;
• Secrétaire Général : Amiral Marc SOSSA SIMAWANGO ;
• Trésorier : Felix ONA MEZUI";"05 Août 2025";qr_code_sglp_pp20250010.png;PDF;"01 - PARTIS POLITIQUE/PP20250010 - UPR/RECEPISSE_UPR_v1.pdf";1/1
PP20250010;dossier;definitif;parti_politique;"UNION POUR LA REPUBLIQUE (UPR)";;;;"066 80 63 92/077 84 94 19";;"Président-Fondateur : Gervais ONIANE;
Secrétaire Général : Amiral Marc SOSSA SIMAWANGO; 
Trésorier : Felix ONA MEZUI";;qr_code_sglp_pp20250010.png;DOCX;"01 - PARTIS POLITIQUE/PP20250010 - UPR/___RECEPISSE UPR.docx";1/1
PP20250010;contenu;definitif;parti_politique;"UNION POUR LA REPUBLIQUE (UPR)";;;;"066 80 63 92/077 84 94 19";;"Président-Fondateur : Gervais ONIANE ;
Secrétaire Général : Amiral Marc SOSSA SIMAWANGO ; 
Trésorier : Felix ONA MEZUI";"05 Août 2025";qr_code_sglp_pp20250010.png;DOCX;"01 - PARTIS POLITIQUE/PP20250010 - UPR/RECEPISSE_UPR.docx";1/1
PP20250011;contenu;definitif;parti_politique;"PARTI RADICAL DES REPUBLICAINS INDEPENDANTS";;;"Libreville ; BP : 7330 ; Téléphone : 077 29 50 66/065 03 86 86";"077 29 50 66/065 03 86 86";;"• Président : Mathurin MENGUE BIBANG;
• Secrétaire Général : Mathieu BOUASSA ;
• Trésorier Général : René PYSSAME";"05 août 2025";qr_code_sglp_pp20250011.png;PDF;"01 - PARTIS POLITIQUE/PP20250011 - PARI /PARTI POLITIQUE LE PARI _ v2.pdf";1/1
PP20250011;contenu;definitif;parti_politique;"PARTI RADICAL DES REPUBLICAINS INDEPENDANTS";PARI;;"Libreville ; BP : 7330 ; Téléphone : 077 29 50 66/065 03 86 86";"077 29 50 66/065 03 86 86";;"Président : Mathurin MENGUE BIBANG;
Secrétaire Général : Mathieu BOUASSA ; 
Trésorier Général : René PYSSAME";"05 août 2025";qr_code_sglp_pp20250011.png;DOCX;"01 - PARTIS POLITIQUE/PP20250011 - PARI /PARTI POLITIQUE LE PARI.docx";1/1
PP20250011;contenu;definitif;parti_politique;"PARTI RADICAL DES REPUBLICAINS INDEPENDANTS";;;"Libreville ; BP : 7330 ; Téléphone : 077 29 50 66/065 03 86 86";"077 29 50 66/065 03 86 86";;"• Président : Mathurin MENGUE BIBANG;
• Secrétaire Général : Mathieu BOUASSA ;
• Trésorier Général : René PYSSAME";"05 août 2025";qr_code_sglp_pp20250011.png;PDF;"01 - PARTIS POLITIQUE/PP20250011 - PARI /PARTI POLITIQUE LE PARI.pdf";1/1
PP20250012;contenu;definitif;parti_politique;"FRONT DEMOCRATIQUE SOCIALISTE";;;"Libreville-Gabon ; Téléphone :066 29 20 01/066 61 50 03";"066 29 20 01/066 61 50 03";;"• Président : Ange Kevin NZIGOU ;
• Secrétaire Général : Donald BOUSSOUGOU ;
• Trésorier National : Jordan APANGAH";;qr_code_sglp_pp20250012.png;PDF;"01 - PARTIS POLITIQUE/PP20250012 - FDS/PP20250012_PARTI POLITIQUE FDS.pdf";1/1
PP20250012;contenu;definitif;parti_politique;"FRONT DEMOCRATIQUE SOCIALISTE";FDS;;"Libreville-Gabon ; Téléphone :066 29 20 01/066 61 50 03";"066 29 20 01/066 61 50 03";;"Président : Ange Kevin NZIGOU ;
Secrétaire Général : Donald BOUSSOUGOU ;
Trésorier National : Jordan APANGAH";;qr_code_sglp_pp20250012.png;DOCX;"01 - PARTIS POLITIQUE/PP20250012 - FDS/PARTI POLITIQUE FDS.docx";1/1
;ABSENT;indetermine;association;;;;;;;;;;DOCX;"02 - ASSOCIATIONS/24 Novembre 2025/MINISTERE DE L.docx";1/1
;A_COMPLETER;provisoire;association;"ACTION BONNE SANTE";;;Libreville;066.08.50.95/074.96.18.19;"Monsieur Alex MANGWINDI NDOUNOU de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/_ ASSOCIATIONS 23 12.docx";2/5
;A_COMPLETER;provisoire;association;"ALERTE AVC";;;Libreville;066.62.25.73/077.70.74.13/066.02.17.16;"Madame BIGNOUMBE BI NGUIMBI Emeline épse ASSOUMOU de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/_ ASSOCIATIONS 23 12.docx";3/5
;A_COMPLETER;provisoire;association;"ASSOCIATION DE LUTTE CONTRE LA DELINQUANCE";;;Libreville;"062.51.23.02/ 077.41.48.16";"Monsieur NDONG NGUEMA Emmanuel de nationalité Gabonaise";;;;DOCX;"ASSOCIATIONS du 13_final.docx";2/4
;A_COMPLETER;provisoire;association;"ASSOCIATION DE LUTTE CONTRE LA DELINQUANCE";;;Libreville;"062.51.23.02/ 077.41.48.16";"Monsieur NDONG NGUEMA Emmanuel de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/09 NOVEMBRE/ASSOCIATIONS du 13_final.docx";2/4
;A_COMPLETER;provisoire;association;"ASSOCIATION DEMAIN NOUS APPARTIENT(A.D.N.A)";;;Ntoum;066.94.26.94/066.71.58.34/066.34.92.91;"Monsieur Blanchard NZE MENDOME de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/10 DECEMBRE 2025/ASSOCIATIONS 04 12.docx";5/5
;A_COMPLETER;provisoire;association;"ASSOCIATION DITASSE-DIMOSSI";;;Libreville;"066.06.21.60/ 066.82.83.22";"Madame DIVOURI Michelle de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/07 NOVEMBRE/ASSOCIATIONS - LOT 1.docx";4/10
;A_COMPLETER;provisoire;association;"ASSOCIATION FUNDU A BOLA";;;Moanda;062.03.73.74/066.24.19.15/066.26.51.00;"Madame Sophie NGOUAMASSANA de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/07 NOVEMBRE/ASSOCIATIONS - LOT 1.docx";5/10
;A_COMPLETER;provisoire;association;"ASSOCIATION KARATE CLUB NAKAYAMA JKA";;"Cette association à but non lucratif a pour objectif, la pratique et le développement du karaté au Gabon";"Libreville, Téléphone : 062.88.40.08/066.03.20.20/077.33.62.39 ;
Président : Serge Fabien ENGOHANG NZAMBA ;
Secrétaire Général : Jean Marie OBIANG ONDO;
Trésorier Général : Serge ASSAME NGUEMA";062.88.40.08/066.03.20.20/077.33.62.39;;;;;DOCX;"ASSOCIATIONS du 13_final.docx";4/4
;A_COMPLETER;provisoire;association;"ASSOCIATION KARATE CLUB NAKAYAMA JKA";;"Cette association à but non lucratif a pour objectif, la pratique et le développement du karaté au Gabon";"Libreville, Téléphone : 062.88.40.08/066.03.20.20/077.33.62.39 ;
Président : Serge Fabien ENGOHANG NZAMBA ;
Secrétaire Général : Jean Marie OBIANG ONDO;
Trésorier Général : Serge ASSAME NGUEMA";062.88.40.08/066.03.20.20/077.33.62.39;;;;;DOCX;"02 - ASSOCIATIONS/09 NOVEMBRE/ASSOCIATIONS du 13_final.docx";4/4
